CustomerID,Age,Gender,Location,TenureMonths,MonthlyCharges,TotalCharges,ContractType,InternetService,TechSupport,OnlineBackup,DeviceProtection,SatisfactionScore,SupportTickets,Churn
3926,39,F,East,11,92.09,1013.04,1 year,Fiber optic,No,No,Yes,1,1,1
3927,59,M,East,16,80.74,1291.77,2 year,DSL,No,No,No,4,3,0
3928,51,M,West,15,101.94,1529.17,Month-to-month,Fiber optic,No,Yes,No,2,3,1
3929,27,M,South,25,72.36,1808.95,1 year,DSL,No,No,Yes,1,5,1
3930,47,F,East,11,85.93,945.28,1 year,Fiber optic,No,No,No,2,5,0
3931,55,M,East,3,40.0,119.99,2 year,No,No,No,Yes,3,2,1
3932,67,F,South,32,77.04,2465.44,2 year,DSL,No,Yes,No,3,1,0
3933,58,F,North,24,29.17,700.0,Month-to-month,No,Yes,Yes,Yes,1,2,1
3934,56,F,North,60,45.57,2734.06,1 year,No,No,No,No,2,1,0
3935,45,M,West,12,115.13,1381.57,Month-to-month,DSL,No,No,No,2,2,1
3936,50,M,Central,2,58.0,116.0,2 year,No,Yes,No,No,5,0,0
3937,63,F,East,3,64.62,193.85,2 year,DSL,No,No,No,2,1,0
3938,25,M,East,30,79.04,2371.16,2 year,DSL,Yes,Yes,No,4,1,0
3939,39,F,West,2,64.22,128.45,Month-to-month,DSL,No,No,No,3,0,1
3940,33,F,West,48,44.57,2139.43,Month-to-month,Fiber optic,No,No,No,2,2,0
3941,50,F,East,7,45.07,315.46,Month-to-month,Fiber optic,No,No,No,4,1,0
3942,63,M,South,46,81.03,3727.36,Month-to-month,DSL,Yes,Yes,No,1,1,0
3943,36,M,South,30,70.97,2128.96,Month-to-month,DSL,No,No,No,3,4,1
3944,18,F,Central,41,81.73,3350.83,2 year,DSL,No,Yes,No,1,3,1
3945,38,M,East,5,76.75,383.74,Month-to-month,Fiber optic,No,No,Yes,2,2,1
3946,58,M,East,19,66.21,1257.98,1 year,DSL,No,No,No,1,2,0
3947,53,M,East,2,65.26,130.53,2 year,No,No,No,No,3,2,0
3948,51,M,East,5,66.94,334.68,2 year,Fiber optic,No,No,No,1,1,1
3949,40,F,West,8,57.73,461.81,1 year,DSL,Yes,No,No,1,2,0
3950,25,M,North,28,57.96,1622.84,Month-to-month,No,Yes,No,Yes,1,1,1
3951,52,F,East,1,75.04,75.04,Month-to-month,Fiber optic,No,Yes,No,4,3,0
3952,32,F,North,47,93.81,4409.26,Month-to-month,No,No,No,No,4,2,0
3953,77,M,South,2,31.48,62.97,2 year,No,Yes,No,No,2,4,1
3954,53,F,Central,10,112.75,1127.5,1 year,Fiber optic,Yes,Yes,No,1,1,1
3955,36,F,South,2,78.85,157.71,1 year,Fiber optic,No,No,No,4,1,0
3956,35,M,East,30,73.71,2211.3,2 year,Fiber optic,Yes,Yes,No,3,1,0
3957,43,F,South,4,44.83,179.34,2 year,Fiber optic,No,Yes,Yes,3,3,0
3958,41,F,West,44,50.76,2233.53,2 year,No,No,Yes,Yes,1,3,1
3959,61,M,North,16,77.23,1235.61,2 year,Fiber optic,No,No,No,2,4,0
3960,47,M,East,60,70.02,4201.03,Month-to-month,No,No,No,No,4,3,0
3961,34,M,West,7,39.16,274.13,Month-to-month,Fiber optic,No,No,No,4,2,0
3962,73,M,North,13,47.76,620.85,Month-to-month,No,No,Yes,No,4,1,0
3963,45,M,West,24,50.21,1204.94,1 year,Fiber optic,No,Yes,No,2,4,1
3964,56,F,South,36,48.5,1745.86,1 year,DSL,No,No,Yes,5,1,0
3965,35,F,East,11,70.43,774.72,Month-to-month,Fiber optic,No,Yes,No,4,1,1
3966,50,M,South,45,44.52,2003.4,2 year,Fiber optic,Yes,No,No,1,4,0
3967,49,M,Central,3,80.58,241.74,Month-to-month,Fiber optic,No,No,No,4,2,1
3968,18,F,East,25,35.29,882.33,2 year,Fiber optic,No,No,No,4,4,0
3969,75,M,South,9,84.52,760.71,Month-to-month,Fiber optic,Yes,No,No,5,5,1
3970,64,M,East,3,126.19,378.58,Month-to-month,DSL,No,Yes,No,1,0,1
3971,39,F,North,10,80.58,805.75,Month-to-month,Fiber optic,Yes,No,Yes,1,3,0
3972,28,F,East,43,54.12,2327.22,Month-to-month,DSL,No,Yes,No,1,3,1
3973,50,F,East,79,55.0,4344.63,Month-to-month,DSL,Yes,No,Yes,4,2,0
3974,46,M,North,10,42.53,425.3,1 year,No,No,No,No,4,2,0
3975,50,F,South,44,86.57,3808.98,Month-to-month,No,No,No,Yes,3,1,0
3976,47,M,East,15,68.26,1023.91,2 year,No,No,Yes,Yes,5,2,0
3977,52,F,West,26,28.81,749.1,Month-to-month,DSL,No,No,No,1,2,1
3978,66,M,East,1,35.93,35.93,Month-to-month,Fiber optic,No,No,No,1,3,1
3979,53,M,South,17,29.86,507.57,2 year,DSL,No,No,No,3,2,0
3980,29,M,North,2,80.25,160.5,Month-to-month,DSL,Yes,No,No,4,2,0
3981,65,F,South,7,44.96,314.74,1 year,Fiber optic,No,No,No,3,3,0
3982,69,F,Central,17,81.68,1388.52,Month-to-month,DSL,No,No,No,3,2,0
3983,80,F,East,33,53.84,1776.59,Month-to-month,Fiber optic,No,No,No,4,5,1
3984,28,M,East,17,80.85,1374.45,Month-to-month,Fiber optic,No,No,Yes,2,2,1
3985,48,F,North,56,59.85,3351.75,1 year,DSL,Yes,No,Yes,5,2,0
3986,18,F,East,34,84.0,2855.89,Month-to-month,Fiber optic,Yes,No,No,2,1,1
3987,53,M,West,4,49.16,196.63,1 year,Fiber optic,No,No,No,2,2,1
3988,36,M,West,10,50.31,503.08,2 year,Fiber optic,No,No,No,5,1,0
3989,73,F,South,23,55.89,1285.55,Month-to-month,Fiber optic,No,No,No,2,3,0
3990,33,F,North,56,81.68,4573.81,2 year,Fiber optic,No,Yes,No,4,1,0
3991,19,F,Central,88,43.36,3815.28,Month-to-month,Fiber optic,No,Yes,No,2,0,1
3992,37,M,South,29,53.47,1550.58,2 year,Fiber optic,Yes,No,No,2,0,0
3993,18,F,North,18,60.0,1080.02,2 year,Fiber optic,Yes,No,No,2,1,0
3994,56,M,North,29,72.98,2116.46,Month-to-month,Fiber optic,Yes,Yes,Yes,4,2,0
3995,18,M,South,7,57.08,399.53,2 year,DSL,No,No,No,3,1,0
3996,45,F,South,7,76.55,535.87,Month-to-month,Fiber optic,No,No,No,1,4,1
3997,18,F,East,22,50.04,1100.96,Month-to-month,No,No,Yes,No,5,2,0
3998,40,M,Central,42,84.78,3560.77,1 year,DSL,Yes,Yes,Yes,5,3,0
3999,69,M,West,71,80.13,5689.25,2 year,DSL,No,No,No,4,4,0
4000,50,F,East,9,53.54,481.89,2 year,DSL,No,Yes,No,1,2,0
4001,32,F,North,32,79.41,2541.18,Month-to-month,Fiber optic,No,Yes,No,2,3,1
4002,44,F,Central,39,43.17,1683.56,1 year,No,No,Yes,No,5,2,1
4003,45,M,Central,20,68.24,1364.71,Month-to-month,Fiber optic,No,Yes,No,2,0,1
4004,52,M,South,9,49.21,442.86,Month-to-month,Fiber optic,No,Yes,No,4,2,0
4005,24,F,Central,20,71.27,1425.33,1 year,Fiber optic,Yes,No,No,4,4,0
4006,53,M,Central,18,61.6,1108.87,Month-to-month,No,No,No,No,4,1,1
4007,18,M,North,19,49.82,946.54,Month-to-month,No,Yes,No,No,3,4,0
4008,35,F,East,20,33.57,671.4,2 year,No,Yes,Yes,No,4,1,0
4009,37,M,Central,38,60.68,2305.72,1 year,DSL,No,No,Yes,2,2,0
4010,54,F,South,4,88.86,355.44,2 year,No,No,Yes,No,3,0,1
4011,45,F,East,10,70.68,706.85,Month-to-month,Fiber optic,Yes,No,No,2,2,0
4012,23,M,South,18,33.72,607.02,2 year,DSL,No,Yes,No,4,1,0
4013,30,M,Central,7,60.33,422.3,Month-to-month,No,No,No,No,3,3,1
4014,47,F,East,77,88.77,6835.2,1 year,No,No,No,No,1,0,1
4015,43,M,Central,7,58.8,411.62,2 year,Fiber optic,No,No,No,4,1,1
4016,36,F,North,13,45.54,592.04,2 year,DSL,Yes,No,No,3,3,0
4017,37,M,East,42,99.95,4197.73,Month-to-month,Fiber optic,No,No,No,3,1,1
4018,55,M,South,2,43.39,86.77,Month-to-month,Fiber optic,Yes,No,No,3,0,1
4019,37,M,North,35,60.47,2116.62,1 year,DSL,No,No,No,5,2,0
4020,43,F,West,17,52.7,895.88,Month-to-month,Fiber optic,Yes,No,Yes,3,1,0
4021,77,M,South,1,78.06,78.06,1 year,Fiber optic,Yes,No,No,1,1,1
4022,23,F,Central,47,74.63,3507.55,Month-to-month,DSL,Yes,Yes,Yes,4,2,0
4023,18,F,South,1,47.09,47.09,Month-to-month,DSL,Yes,No,No,4,1,1
4024,56,F,West,15,51.01,765.1,Month-to-month,Fiber optic,Yes,No,No,4,4,0
4025,34,M,South,2,67.78,135.56,Month-to-month,Fiber optic,No,No,No,3,0,0
4026,40,F,North,2,69.36,138.73,2 year,No,No,No,No,4,4,0
4027,33,F,South,44,60.42,2658.65,Month-to-month,Fiber optic,No,No,No,1,1,1
4028,41,M,East,30,58.85,1765.58,1 year,DSL,No,Yes,Yes,5,1,0
4029,68,F,West,5,40.43,202.14,Month-to-month,No,Yes,Yes,Yes,1,3,1
4030,57,F,South,20,102.01,2040.1,Month-to-month,DSL,No,Yes,No,5,2,0
4031,57,M,West,32,77.77,2488.57,Month-to-month,Fiber optic,No,No,No,4,3,0
4032,23,F,North,45,65.12,2930.31,Month-to-month,Fiber optic,Yes,No,No,2,2,1
4033,27,M,East,13,84.52,1098.81,2 year,DSL,No,No,No,5,1,0
4034,18,F,Central,46,60.92,2802.31,2 year,No,No,No,No,1,3,0
4035,32,F,South,15,48.71,730.67,2 year,DSL,No,Yes,Yes,1,3,0
4036,59,M,North,24,71.92,1726.07,1 year,Fiber optic,Yes,Yes,Yes,2,3,1
4037,52,F,West,78,67.78,5286.85,1 year,Fiber optic,No,No,No,5,6,0
4038,41,F,West,6,98.64,591.82,2 year,Fiber optic,No,No,Yes,5,1,0
4039,44,F,North,4,50.26,201.03,1 year,DSL,Yes,Yes,Yes,1,2,0
4040,34,M,South,9,45.74,411.7,1 year,DSL,No,Yes,No,5,3,0
4041,48,M,Central,4,107.02,428.1,1 year,Fiber optic,No,No,Yes,2,0,1
4042,56,M,South,7,88.69,620.83,1 year,No,No,Yes,No,5,1,0
4043,20,M,East,28,77.73,2176.55,1 year,DSL,Yes,Yes,No,5,2,0
4044,49,M,South,13,51.33,667.27,1 year,No,Yes,No,Yes,2,3,0
4045,58,F,East,10,73.35,733.54,1 year,DSL,Yes,Yes,Yes,4,0,0
4046,38,M,West,10,39.19,391.89,2 year,DSL,Yes,No,No,5,1,0
4047,55,M,East,5,54.73,273.66,Month-to-month,DSL,No,No,No,1,1,1
4048,80,M,Central,12,41.73,500.77,1 year,DSL,No,No,No,3,2,0
4049,43,F,North,20,49.94,998.78,Month-to-month,No,No,No,No,1,1,1
4050,50,F,East,3,41.17,123.52,2 year,DSL,No,No,Yes,1,2,1
4051,33,M,South,73,78.92,5761.02,Month-to-month,Fiber optic,No,No,No,4,1,0
4052,47,F,East,12,100.75,1208.98,Month-to-month,DSL,No,Yes,Yes,4,2,0
4053,51,F,West,60,84.53,5071.56,2 year,Fiber optic,No,No,No,1,0,0
4054,47,F,East,3,79.98,239.95,1 year,No,No,Yes,No,5,2,0
4055,29,F,Central,30,58.28,1748.29,Month-to-month,Fiber optic,No,Yes,Yes,1,3,1
4056,48,M,East,20,68.84,1376.87,Month-to-month,Fiber optic,No,No,Yes,5,0,0
4057,66,M,Central,35,43.56,1524.43,2 year,Fiber optic,No,Yes,Yes,2,1,1
4058,51,F,South,19,39.02,741.31,Month-to-month,Fiber optic,No,No,Yes,2,4,1
4059,59,F,West,66,35.94,2372.19,Month-to-month,Fiber optic,No,No,Yes,4,4,0
4060,41,F,North,20,40.6,811.94,1 year,Fiber optic,No,Yes,No,3,2,0
4061,56,F,South,31,78.74,2441.05,1 year,Fiber optic,Yes,Yes,No,3,1,0
4062,49,M,South,43,80.94,3480.22,1 year,Fiber optic,No,Yes,Yes,4,2,0
4063,30,F,North,26,46.97,1221.21,1 year,No,Yes,No,Yes,2,2,0
4064,49,M,East,15,70.87,1063.08,2 year,Fiber optic,No,Yes,No,4,1,0
4065,30,F,East,7,87.84,614.87,2 year,No,No,No,No,2,4,0
4066,35,M,East,39,61.96,2416.51,2 year,No,No,Yes,No,5,5,0
4067,47,F,West,14,50.13,701.86,Month-to-month,Fiber optic,Yes,No,No,2,0,1
4068,49,M,South,20,56.67,1133.37,Month-to-month,Fiber optic,Yes,No,No,2,1,1
4069,27,M,Central,2,93.62,187.24,1 year,Fiber optic,No,No,No,2,2,1
4070,60,M,North,14,63.61,890.53,1 year,DSL,No,No,No,3,2,0
4071,53,F,South,24,107.71,2585.15,Month-to-month,DSL,No,No,Yes,2,0,1
4072,34,M,East,18,51.65,929.68,1 year,Fiber optic,No,No,No,1,3,0
4073,21,F,North,12,54.88,658.53,2 year,Fiber optic,No,No,Yes,5,1,0
4074,42,M,Central,6,36.89,221.36,Month-to-month,DSL,No,No,No,3,2,0
4075,38,M,South,8,86.45,691.58,1 year,Fiber optic,Yes,No,No,1,1,0
4076,46,F,South,25,66.88,1672.12,1 year,No,No,No,No,3,4,0
4077,39,M,West,6,47.0,281.97,Month-to-month,Fiber optic,No,No,No,3,4,0
4078,18,F,South,20,57.83,1156.55,1 year,Fiber optic,No,Yes,No,1,3,0
4079,39,F,South,18,74.71,1344.76,Month-to-month,Fiber optic,No,No,No,4,2,0
4080,40,F,Central,71,48.46,3440.92,1 year,DSL,Yes,Yes,No,4,2,0
4081,54,F,Central,2,71.85,143.69,2 year,Fiber optic,No,Yes,Yes,2,0,0
4082,34,M,North,3,82.99,248.97,2 year,Fiber optic,No,No,No,1,3,1
4083,70,M,East,15,56.33,844.94,Month-to-month,Fiber optic,No,Yes,Yes,2,2,0
4084,18,F,Central,15,27.77,416.54,Month-to-month,Fiber optic,No,No,Yes,4,1,0
4085,64,M,North,1,59.59,59.59,2 year,DSL,No,Yes,No,1,7,1
4086,41,M,South,35,54.92,1922.31,Month-to-month,Fiber optic,No,No,No,1,1,0
4087,57,F,North,14,40.09,561.29,Month-to-month,DSL,No,No,No,1,4,1
4088,46,M,North,9,76.74,690.62,Month-to-month,Fiber optic,Yes,No,No,2,4,0
4089,62,F,North,8,77.51,620.11,1 year,DSL,No,No,No,3,1,0
4090,39,M,North,40,69.36,2774.56,2 year,DSL,Yes,Yes,No,3,0,0
4091,28,M,Central,5,56.33,281.65,2 year,DSL,No,No,No,3,1,0
4092,66,F,East,4,67.7,270.81,Month-to-month,DSL,Yes,No,No,1,1,1
4093,43,M,North,5,52.0,259.99,Month-to-month,Fiber optic,Yes,Yes,No,4,5,1
4094,48,M,West,20,78.7,1573.9,1 year,No,No,No,No,2,3,0
4095,63,F,South,34,56.25,1912.44,2 year,DSL,No,No,No,2,2,1
4096,29,M,South,9,59.96,539.62,Month-to-month,Fiber optic,No,Yes,Yes,4,2,1
4097,53,F,South,4,61.62,246.5,Month-to-month,Fiber optic,No,No,No,3,2,1
4098,36,M,South,5,130.34,651.72,Month-to-month,Fiber optic,No,No,No,5,1,0
4099,43,F,South,20,44.61,892.13,2 year,DSL,No,No,Yes,4,4,0
4100,46,F,North,6,55.59,333.55,Month-to-month,Fiber optic,No,Yes,No,3,3,0
4101,22,F,East,42,32.96,1384.19,2 year,No,Yes,No,No,1,3,1
4102,33,F,West,3,70.08,210.25,1 year,Fiber optic,No,No,No,4,2,1
4103,65,F,Central,1,99.62,99.62,Month-to-month,DSL,Yes,Yes,No,3,2,1
4104,58,M,West,2,60.42,120.84,Month-to-month,DSL,No,Yes,No,2,0,1
4105,44,M,Central,38,52.16,1981.9,Month-to-month,No,No,No,No,5,1,1
4106,48,F,Central,22,63.78,1403.25,1 year,Fiber optic,No,No,No,5,3,0
4107,40,M,West,64,85.69,5484.44,2 year,No,No,No,No,5,4,0
4108,65,F,North,9,92.63,833.66,Month-to-month,No,Yes,No,Yes,3,3,0
4109,41,M,South,5,44.06,220.29,1 year,No,No,No,No,3,3,0
4110,48,M,North,17,78.16,1328.78,2 year,No,No,No,Yes,1,4,1
4111,62,F,South,16,62.97,1007.48,Month-to-month,No,Yes,No,No,5,1,0
4112,33,F,East,18,93.85,1689.3,Month-to-month,DSL,No,Yes,Yes,2,2,1
4113,68,M,Central,9,110.9,998.14,Month-to-month,No,No,Yes,No,5,0,0
4114,22,M,West,1,101.41,101.41,Month-to-month,DSL,Yes,No,No,4,3,1
4115,69,F,East,1,45.28,45.28,Month-to-month,DSL,No,No,Yes,4,1,0
4116,39,M,South,22,48.17,1059.74,Month-to-month,DSL,Yes,No,No,2,6,1
4117,41,M,North,15,98.89,1483.33,Month-to-month,No,Yes,No,No,3,1,0
4118,18,F,West,35,62.92,2202.23,2 year,Fiber optic,No,Yes,Yes,5,0,0
4119,38,M,Central,8,49.61,396.89,Month-to-month,No,Yes,Yes,No,4,3,0
4120,29,F,East,34,37.75,1283.38,Month-to-month,Fiber optic,No,No,Yes,2,0,1
4121,35,F,Central,12,67.79,813.53,2 year,Fiber optic,No,Yes,No,1,3,0
4122,42,F,South,3,56.76,170.28,Month-to-month,Fiber optic,No,No,No,4,0,1
4123,59,M,Central,77,72.81,5606.11,Month-to-month,Fiber optic,No,No,No,4,1,0
4124,48,M,North,15,68.8,1032.06,Month-to-month,No,Yes,Yes,Yes,5,2,1
4125,49,F,East,20,40.69,813.76,2 year,Fiber optic,No,Yes,Yes,3,0,0
4126,28,F,East,23,48.65,1118.95,Month-to-month,DSL,No,No,No,4,1,1
4127,31,M,North,10,83.89,838.93,2 year,Fiber optic,No,Yes,No,4,0,0
4128,71,M,Central,28,85.65,2398.33,1 year,No,No,No,No,5,1,0
4129,33,M,North,41,57.57,2360.42,1 year,No,No,No,No,3,2,0
4130,69,F,West,10,68.52,685.21,1 year,Fiber optic,Yes,No,No,1,2,1
4131,41,F,North,22,44.19,972.07,Month-to-month,Fiber optic,Yes,No,No,1,0,0
4132,45,M,Central,29,63.93,1853.86,Month-to-month,DSL,Yes,No,No,1,2,1
4133,61,M,North,5,87.11,435.53,Month-to-month,DSL,No,No,Yes,1,1,1
4134,64,M,South,9,98.37,885.3,Month-to-month,Fiber optic,Yes,No,No,3,1,0
4135,43,F,North,3,62.49,187.46,2 year,No,No,No,No,1,0,1
4136,39,F,North,19,58.72,1115.61,1 year,No,No,No,No,5,3,0
4137,44,M,Central,33,36.27,1196.94,Month-to-month,Fiber optic,No,Yes,No,5,1,0
4138,50,M,West,19,53.03,1007.58,2 year,No,Yes,No,Yes,5,2,0
4139,58,F,West,4,63.63,254.52,2 year,Fiber optic,No,Yes,No,1,1,1
4140,45,F,Central,16,61.51,984.2,2 year,DSL,No,Yes,No,5,1,0
4141,54,M,Central,37,53.65,1985.06,2 year,DSL,No,No,No,5,3,0
4142,69,M,Central,8,88.74,709.93,Month-to-month,Fiber optic,No,Yes,No,2,3,0
4143,50,M,South,36,73.28,2638.09,Month-to-month,Fiber optic,Yes,No,No,1,2,0
4144,49,F,East,31,61.69,1912.37,Month-to-month,Fiber optic,Yes,No,No,5,2,0
4145,22,M,North,1,78.67,78.67,Month-to-month,DSL,No,No,No,3,2,1
4146,18,F,Central,6,64.48,386.88,Month-to-month,No,No,No,No,5,3,1
4147,50,F,Central,16,96.05,1536.76,2 year,DSL,Yes,Yes,No,2,1,1
4148,43,M,Central,26,49.1,1276.65,2 year,DSL,No,No,No,3,2,0
4149,37,M,West,43,71.56,3077.27,1 year,DSL,Yes,No,Yes,3,1,0
4150,48,F,Central,21,22.49,472.26,1 year,Fiber optic,No,Yes,No,4,1,0
4151,44,M,North,10,57.17,571.66,1 year,No,No,Yes,Yes,2,1,1
4152,61,F,Central,5,68.04,340.19,Month-to-month,DSL,No,No,No,2,2,1
4153,46,M,North,29,58.58,1698.77,2 year,Fiber optic,Yes,Yes,No,5,1,0
4154,33,M,South,5,42.9,214.48,Month-to-month,Fiber optic,No,No,No,2,5,1
4155,59,M,East,24,51.11,1226.75,1 year,No,No,Yes,No,3,4,0
4156,41,M,West,4,44.87,179.48,Month-to-month,Fiber optic,Yes,No,Yes,3,2,1
4157,52,F,North,2,62.61,125.22,2 year,No,No,Yes,No,5,0,1
4158,37,F,South,6,80.7,484.21,1 year,Fiber optic,No,No,No,3,2,0
4159,35,F,East,7,58.06,406.45,1 year,DSL,Yes,Yes,No,5,2,0
4160,46,M,East,21,101.18,2124.75,Month-to-month,Fiber optic,No,No,Yes,4,2,0
4161,45,F,East,4,69.57,278.29,Month-to-month,No,No,Yes,No,2,2,1
4162,52,F,North,54,24.03,1297.55,1 year,DSL,No,No,No,2,2,0
4163,40,F,South,17,71.66,1218.28,Month-to-month,Fiber optic,No,Yes,Yes,2,0,1
4164,18,M,Central,14,63.99,895.89,2 year,Fiber optic,No,No,No,4,0,0
4165,38,F,South,12,92.55,1110.57,2 year,Fiber optic,Yes,No,No,2,0,1
4166,56,M,South,17,64.66,1099.23,Month-to-month,No,No,Yes,Yes,4,1,1
4167,40,M,South,1,59.94,59.94,Month-to-month,No,Yes,No,Yes,4,1,0
4168,41,F,North,93,106.46,9900.67,2 year,No,Yes,No,No,5,3,0
4169,59,M,North,17,22.89,389.06,Month-to-month,Fiber optic,No,Yes,No,1,2,1
4170,34,F,North,1,58.11,58.11,Month-to-month,DSL,Yes,No,No,1,0,1
4171,21,F,South,18,70.31,1265.65,Month-to-month,No,No,No,No,5,3,1
4172,42,F,North,12,57.01,684.15,Month-to-month,No,No,Yes,No,5,4,0
4173,37,F,East,1,22.98,22.98,Month-to-month,Fiber optic,No,No,No,5,5,1
4174,30,F,North,52,73.08,3800.25,Month-to-month,DSL,No,Yes,No,2,2,1
4175,42,M,West,1,55.84,55.84,1 year,DSL,No,No,No,3,3,1
4176,52,F,North,18,62.28,1120.95,1 year,DSL,Yes,No,No,5,0,0
4177,44,M,North,66,90.18,5951.69,1 year,Fiber optic,Yes,Yes,No,4,4,0
4178,49,F,North,6,71.09,426.54,Month-to-month,Fiber optic,No,Yes,No,1,1,1
4179,72,F,North,6,52.6,315.6,2 year,No,No,No,No,2,4,1
4180,39,F,West,1,72.87,72.87,1 year,Fiber optic,Yes,No,Yes,3,2,1
4181,49,M,Central,2,56.51,113.02,Month-to-month,Fiber optic,No,Yes,Yes,1,1,1
4182,37,M,North,1,58.93,58.93,1 year,No,Yes,Yes,No,1,3,1
4183,32,M,East,35,80.15,2805.13,Month-to-month,DSL,No,Yes,Yes,1,0,1
4184,36,M,West,37,52.17,1930.12,Month-to-month,No,Yes,No,No,4,5,0
4185,37,F,Central,26,76.23,1982.01,2 year,Fiber optic,Yes,Yes,No,4,1,0
4186,50,F,North,9,60.4,543.58,Month-to-month,DSL,No,No,Yes,4,0,1
4187,80,M,Central,35,54.84,1919.44,1 year,Fiber optic,No,Yes,Yes,3,5,0
4188,34,M,East,16,54.91,878.57,Month-to-month,Fiber optic,No,No,No,1,2,1
4189,38,M,West,8,52.72,421.76,2 year,Fiber optic,No,Yes,Yes,5,1,0
4190,44,F,West,12,66.79,801.42,Month-to-month,DSL,Yes,Yes,No,3,5,0
4191,50,M,Central,2,59.51,119.01,Month-to-month,DSL,No,No,No,4,0,0
4192,48,M,North,58,92.39,5358.63,1 year,DSL,No,Yes,Yes,4,4,0
4193,64,F,South,20,47.26,945.15,1 year,Fiber optic,No,Yes,Yes,4,1,0
4194,18,M,West,27,75.86,2048.28,1 year,DSL,Yes,No,No,2,1,0
4195,18,F,South,23,87.87,2020.91,1 year,Fiber optic,No,Yes,No,1,1,1
4196,37,F,West,23,99.6,2290.86,Month-to-month,Fiber optic,No,Yes,No,5,1,0
4197,61,F,North,1,48.76,48.76,Month-to-month,DSL,No,Yes,Yes,1,4,1
4198,21,F,North,15,85.49,1282.32,1 year,Fiber optic,No,No,No,3,3,0
4199,18,F,West,35,69.12,2419.13,1 year,DSL,Yes,Yes,No,2,4,1
4200,53,M,Central,1,86.04,86.04,Month-to-month,DSL,Yes,Yes,No,3,0,1
4201,48,M,North,63,52.11,3282.72,1 year,Fiber optic,No,Yes,Yes,4,0,0
4202,28,F,North,12,62.67,752.1,2 year,No,No,No,No,4,0,0
4203,30,F,East,7,57.73,404.08,2 year,DSL,No,No,Yes,5,1,0
4204,30,M,North,16,55.98,895.74,Month-to-month,Fiber optic,No,No,No,1,1,1
4205,46,M,East,33,65.82,2172.15,Month-to-month,DSL,No,No,No,3,0,1
4206,35,F,North,13,114.9,1493.67,Month-to-month,DSL,No,No,No,4,2,0
4207,52,M,North,21,78.38,1645.93,Month-to-month,DSL,No,No,No,5,1,0
4208,18,M,Central,14,57.98,811.69,Month-to-month,No,No,No,No,5,2,0
4209,32,F,Central,20,59.16,1183.22,Month-to-month,No,No,No,No,3,3,1
4210,28,M,North,3,76.25,228.75,Month-to-month,No,No,Yes,Yes,1,3,1
4211,41,M,West,1,61.28,61.28,Month-to-month,DSL,Yes,No,No,2,2,1
4212,36,M,West,3,61.35,184.04,Month-to-month,DSL,Yes,No,No,5,0,1
4213,56,M,North,7,42.82,299.71,Month-to-month,Fiber optic,No,No,No,3,3,1
4214,18,F,West,6,64.06,384.35,Month-to-month,No,No,No,Yes,4,1,0
4215,45,M,North,20,20.0,400.0,Month-to-month,Fiber optic,No,Yes,No,2,3,1
4216,53,F,Central,13,29.63,385.21,Month-to-month,DSL,No,No,Yes,2,2,1
4217,72,M,South,1,57.99,57.99,2 year,Fiber optic,Yes,No,No,1,3,0
4218,37,F,East,1,78.21,78.21,2 year,Fiber optic,No,Yes,No,3,4,1
4219,49,F,West,2,97.23,194.45,Month-to-month,Fiber optic,No,No,No,1,3,1
4220,18,M,West,9,73.03,657.25,2 year,Fiber optic,Yes,No,Yes,5,2,0
4221,18,F,Central,1,75.68,75.68,Month-to-month,Fiber optic,No,No,No,5,2,1
4222,57,F,West,14,67.26,941.6,1 year,Fiber optic,No,No,Yes,3,1,1
4223,44,F,North,9,81.77,735.91,Month-to-month,DSL,No,No,Yes,4,2,0
4224,62,F,North,17,69.27,1177.55,2 year,DSL,No,No,Yes,5,3,0
4225,24,F,South,26,72.45,1883.76,Month-to-month,DSL,Yes,No,No,5,1,0
4226,52,M,South,6,33.73,202.36,Month-to-month,DSL,No,No,No,4,1,0
4227,73,F,South,4,70.26,281.04,Month-to-month,No,Yes,Yes,Yes,2,1,1
4228,51,F,North,7,65.47,458.26,2 year,DSL,No,No,No,3,4,0
4229,49,M,South,1,56.68,56.68,Month-to-month,Fiber optic,No,No,Yes,2,2,1
4230,45,M,South,3,58.15,174.45,Month-to-month,Fiber optic,Yes,No,No,1,2,1
4231,21,F,North,28,38.32,1073.04,Month-to-month,Fiber optic,Yes,No,No,4,4,0
4232,65,M,Central,6,75.78,454.69,2 year,No,Yes,No,No,3,5,0
4233,35,M,West,104,69.7,7248.78,Month-to-month,Fiber optic,No,Yes,No,4,5,0
4234,52,M,East,4,66.38,265.54,1 year,DSL,Yes,No,Yes,4,1,0
4235,21,M,North,32,69.6,2227.2,Month-to-month,Fiber optic,Yes,No,No,2,3,0
4236,27,M,North,25,40.08,1001.89,1 year,Fiber optic,Yes,Yes,No,2,2,0
4237,66,M,East,8,100.27,802.13,Month-to-month,No,No,Yes,Yes,1,1,1
4238,39,F,East,9,83.86,754.76,Month-to-month,Fiber optic,No,No,Yes,3,1,0
4239,66,F,South,17,77.41,1316.01,2 year,DSL,No,Yes,No,4,3,0
4240,43,M,East,39,94.69,3692.92,1 year,No,No,No,No,1,1,1
4241,18,M,West,10,69.22,692.22,2 year,Fiber optic,No,No,No,4,3,0
4242,58,F,West,2,59.35,118.7,2 year,DSL,No,No,Yes,1,1,0
